gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_PS19	percent_WT	percent_difference
Gm49227	0.227264168704621	0.153709656900169	2.27302456953784	0.0676234031783571	0.946085424997978	0.999961478977291	0.222222222222222	0.222222222222222	0
Gm49226	1.44371366645723	0.542705788075144	0.837705785499573	0.647847725859381	0.517083443571401	0.999961478977291	0.777777777777778	0.444444444444444	0.333333333333333
Cyyr1	0.0517759474696146	0.0720731176817963	3.12174019685505	0.0230874810640569	0.981580491689585	0.999961478977291	0.111111111111111	0	0.111111111111111
Adamts1	4.1410906805106	-0.336556057709284	0.430541511546183	-0.781704083540346	0.434388501260395	0.999961478977291	1	1	0
Adamts5	7.59921544208309	0.436994871764747	0.353455546046637	1.23635030388542	0.216328380143579	0.999961478977291	1	1	0
Gm32624	0.0966856481683829	-0.604097451175969	3.121709169642	-0.193514968354739	0.846555684559865	0.999961478977291	0	0.111111111111111	0.111111111111111
Gm38477	0.0451858031550885	0.0720731176817963	3.12174019685505	0.0230874810640569	0.981580491689585	0.999961478977291	0.111111111111111	0	0.111111111111111
N6amt1	3.89335549209442	0.213449478890477	0.521760739086801	0.40909455790802	0.682470269866333	0.999961478977291	1	0.888888888888889	0.111111111111111
Ltn1	17.3823255425977	0.311784805560065	0.238608654574054	1.30667852813905	0.19132191401478	0.999961478977291	1	1	0
Rwdd2b	0.526043468498462	-0.908957141349819	1.3604109578656	-0.668148941387472	0.504038523794201	0.999961478977291	0.222222222222222	0.555555555555556	0.333333333333333
Usp16	28.5598860364335	-0.0044060762233847	0.18321389727939	-0.0240488101001732	0.980813675119914	0.999961478977291	1	1	0
Cct8	8.09226474402246	0.0832753791255509	0.462647146364641	0.179997606772044	0.857154447033241	0.999961478977291	1	0.888888888888889	0.111111111111111
B130034C11Rik	3.01239529663859	-0.30817615740908	0.636033012921414	-0.484528556141405	0.628010803230093	0.999961478977291	0.777777777777778	0.888888888888889	0.111111111111111
Map3k7cl	0	NA	NA	NA	NA	NA	0	0	0
Bach1	5.15248827931901	0.0465070679954895	0.470574081709884	0.0988304919525123	0.921272857927024	0.999961478977291	1	1	0
2810407A14Rik	0.541821817973204	1.87801341870041	1.24564458578472	1.5076639357103	0.13164056015139	0.999961478977291	0.777777777777778	0.111111111111111	0.666666666666667
Grik1	197.95942336605	0.178657490968672	0.0828696066244379	2.15588679910526	0.0310925055082733	0.999961478977291	1	1	0
Gm33255	0	NA	NA	NA	NA	NA	0	0	0
4930420G21Rik	0.16728689409046	0.691842492951688	2.96980120536398	0.232959193262532	0.815793093072481	0.999961478977291	0.333333333333333	0	0.333333333333333
Gm49688	0	NA	NA	NA	NA	NA	0	0	0
Tiam1	13.8159810928703	0.117782903520235	0.54923945270441	0.214447274208512	0.830198279533131	0.999961478977291	1	1	0
Gm56608	0	NA	NA	NA	NA	NA	0	0	0
