gene	p_val	avg_log2FC	p_val_adj	percent_3	percent_0	percent_difference
Ktn1	0.000653722911414648	-2.09706820499883	1	0.054	0.222	0.168
Fmnl1	0.000670449340343389	6.62791934829193	1	0.116	0	0.116
H13	0.000670449340343389	6.52275407688149	1	0.116	0	0.116
Invs	0.000671862775432478	2.46137345320696	1	0.214	0.049	0.165
Snta1	0.000758464399700204	3.33002830355928	1	0.205	0.025	0.18
Ank	0.000779956438928222	-1.63248826556393	1	0.071	0.259	0.188
Lima1	0.000788841450437869	-2.98532201418948	1	0.018	0.173	0.155
Plgrkt	0.000832692305436467	-0.812414473903107	1	0.125	0.309	0.184
Nos1ap	0.000896139931520914	3.18722595053933	1	0.205	0.037	0.168
F11r	0.000956642407927534	0.132878811111138	1	0.232	0.346	0.114
Zfp236	0.00103568179634324	-3.99164902886274	1	0.009	0.136	0.127
Ogdh	0.0010920548279712	-1.66912815042666	1	0.071	0.247	0.176
Ptprj	0.00110336906607423	0.963996231887048	1	0.821	0.654	0.167
Prag1	0.00111128777497086	-2.16731497583206	1	0.027	0.173	0.146
Gramd1a	0.00113835826323046	6.63356952186597	1	0.107	0	0.107
Sh3pxd2a	0.00117717194171574	-0.876199913575392	1	0.17	0.37	0.2
