gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	percent_0	percent_3	percent_difference
Blzf1	375.161172031069	0.138916724575912	0.105499376593882	1.31675398529291	0.1879211013976	0.999919888928009	1	1	0
Nme7	1484.40494249844	-0.117859420210166	0.0926569534971233	-1.27199757559291	0.203373980670623	0.999919888928009	1	1	0
Atp1b1	3379.98252442144	0.0865210756606041	0.117764818518861	0.734693745965797	0.462526030003239	0.999919888928009	1	1	0
Dpt	2.5548916231956	-1.43388524583854	1.08271791190088	-1.32433871286117	0.185390578917493	0.999919888928009	0.75	0.8	0.05
Tbx19	0.298063060112716	0.0315439957445236	3.01402669063943	0.0104657320529008	0.991649706414532	0.999919888928009	0.25	0.4	0.15
Sft2d2	16.1096986472085	0.189143786701181	0.398191318720484	0.475007308820696	0.634781763821783	0.999919888928009	1	1	0
Tiprl	422.970245288796	0.165923876378473	0.100171938588498	1.65639078884239	0.0976427052495744	0.999919888928009	1	1	0
Gpr161	86.4912383689101	0.348903120127146	0.195805595984394	1.7818853356722	0.0747679323743822	0.999919888928009	1	1	0
Dcaf6	4239.48982172341	-0.0754913355286609	0.0825704363692263	-0.914265914631841	0.360577136316061	0.999919888928009	1	1	0
Mpc2	737.300418020667	-0.0342980983376453	0.0839874198825019	-0.408371853613651	0.683000694219678	0.999919888928009	1	1	0
Adcy10	236.973258222799	-0.316661420485858	0.197927882966238	-1.59988282469466	0.109624580201272	0.999919888928009	1	1	0
Mpzl1	417.892526351517	-0.0327061097223632	0.153825974472337	-0.21261760138074	0.831625241422707	0.999919888928009	1	1	0
Rcsd1	52.2139456050831	-0.00964612939321653	0.383198537797845	-0.0251726675384793	0.979917238190375	0.999919888928009	1	1	0
Creg1	104.534545016165	0.0861602553535505	0.270126259520472	0.318962900928263	0.74975464529667	0.999919888928009	1	1	0
Cd247	45.8229153264462	0.253953172819561	0.247850074790162	1.02462415246219	0.305540563764704	0.999919888928009	1	1	0
Pou2f1	2466.57131024758	-0.00139398369379697	0.0826026726857076	-0.0168757698567563	0.986535722868188	0.999919888928009	1	1	0
Dusp27	16.2953288958301	-0.590003168965277	0.490661702374653	-1.20246427652666	0.229183698812683	0.999919888928009	1	1	0
Gpa33	0.525412392492977	-0.525430554746997	2.24128419122871	-0.234432811690403	0.814648988220244	0.999919888928009	0.5	0.4	0.1
Mael	5.23031213228079	0.000707664872584577	0.713585414488854	0.000991703106896435	0.999208735531805	0.999919888928009	1	1	0
Ildr2	3436.21784079118	0.036351302356371	0.106577222523062	0.341079467974549	0.733043757631192	0.999919888928009	1	1	0
Tada1	241.48650421485	0.0436528031357646	0.116836395471595	0.37362332995267	0.708684574196128	0.999919888928009	1	1	0
Pogk	236.857275682725	-0.0757555340359078	0.133455675692793	-0.567645651956329	0.570275601880032	0.999919888928009	1	1	0
Fmo9	0.0988724327231314	0.293852672983857	3.36935729307347	0.0872132716788279	0.930501990279621	0.999919888928009	0	0.2	0.2
Fam78b	1077.18527325416	0.100766919913064	0.105171617367129	0.958118952961525	0.33800277936114	0.999919888928009	1	1	0
Uck2	713.379426185046	0.172384601420196	0.0975741427777065	1.76670372408931	0.0772778593718573	0.999919888928009	1	1	0
Tmco1	256.974302136524	0.0220920815534195	0.151973593925231	0.145367895716729	0.884420410890059	0.999919888928009	1	1	0
Aldh9a1	154.235801321875	0.113545015825853	0.142326145469635	0.797780446109797	0.424997910525039	0.999919888928009	1	1	0
Mgst3	306.787730296011	-0.165496918284849	0.117565779470318	-1.40769634693429	0.159221004007492	0.999919888928009	1	1	0
Lrrc52	0	NA	NA	NA	NA	NA	0	0	0
Rxrg	49.8990071521573	-0.108101920751561	0.352461066679427	-0.306705991019095	0.759067169262334	0.999919888928009	1	1	0
Lmx1a	3.57804431022076	-0.482538794196329	0.891978827419272	-0.540975614401566	0.588524390921888	0.999919888928009	1	0.8	0.2
Pbx1	15241.0938324461	0.0465044476242472	0.111013861747918	0.418906674284029	0.675284339092253	0.999919888928009	1	1	0
Nuf2	2.93328256723172	0.256836521004134	0.984658997313558	0.260838038046532	0.794217409418214	0.999919888928009	0.75	1	0.25
Rgs5	8.78705750651954	-0.695577963623905	0.694833304783646	-1.00107170861721	0.316792141559443	0.999919888928009	1	0.8	0.2
Rgs4	518.743877591585	0.317435260492086	0.257001399483438	1.23514992965064	0.216774709949064	0.999919888928009	1	1	0
Ccdc190	3.15379220304479	-0.166975269091984	0.871626929305807	-0.191567359242754	0.848081112472538	0.999919888928009	0.75	1	0.25
Hsd17b7	133.674476722338	0.191876542827079	0.188705576567641	1.01680377611046	0.309246785419502	0.999919888928009	1	1	0
Ddr2	11.0657368989608	0.436937616709179	0.590143400237389	0.740392278441846	0.459062002729167	0.999919888928009	1	1	0
Uap1	339.466681599974	0.106633630846948	0.117361458437555	0.908591562055998	0.363565762229333	0.999919888928009	1	1	0
Uhmk1	527.992747201187	-0.00759923916361725	0.12619480517373	-0.0602183200263711	0.951981754921153	0.999919888928009	1	1	0
Sh2d1b2	1.04828581390693	0.0488765973716851	1.52250972837227	0.0321026502890984	0.974390189876027	0.999919888928009	0.75	0.6	0.15
Sh2d1b1	0.455007553698649	-1.29876423724901	2.67269677533515	-0.485937742445978	0.627011307674455	0.999919888928009	0.5	0.2	0.3
Gm7694	17.2671670809522	0.308030708718488	0.370264416440115	0.831920905821927	0.405453590690537	0.999919888928009	1	1	0
Nos1ap	6540.95244106782	0.0445027382949717	0.0891344678910679	0.499276423003489	0.617584662326358	0.999919888928009	1	1	0
Spata46	4.50271451230126	0.0443163655871695	0.866025396374645	0.0511721316403498	0.95918835847032	0.999919888928009	0.75	1	0.25
Olfml2b	63.0093376507568	0.473490296038853	0.25747683262228	1.83896271837966	0.065920669785895	0.999919888928009	1	1	0
Atf6	2856.38405512106	-0.0203678942025517	0.100699737785025	-0.202263627002023	0.839710633711755	0.999919888928009	1	1	0
Dusp12	368.292318902696	0.18352482391911	0.120920070634761	1.51773665823804	0.129080798806138	0.999919888928009	1	1	0
Gm26620	16.6695093643522	0.0631032722784909	0.385804763518177	0.16356270903202	0.870075403154099	0.999919888928009	1	1	0
Fcrlb	1.28520627807395	0.723866475317665	1.48743940317722	0.486652749531486	0.626504435145195	0.999919888928009	0.5	0.8	0.3
Fcrla	1.07947007424192	-0.807928446378521	1.47937917686163	-0.546126685446842	0.58497885755367	0.999919888928009	1	0.4	0.6
Fcgr2b	2.07640254638932	-0.828006189461289	1.10638402338402	-0.748389503066684	0.454225252187171	0.999919888928009	0.75	1	0.25
Fcgr4	0.797690741690715	-0.376097784018117	1.6696121167775	-0.225260574141028	0.821776568749166	0.999919888928009	0.75	0.6	0.15
